sale_date;channel_type;prod_name;cnt;amt;amt_clear
2022-05-22;КЦ;Рефинансирование Суперсмарт пенсионный А ;3;1098845;826500
2022-07-25;КЦ;Рефинансирование Практичный АЛ ;19;6433232,3;5102000
2021-09-30;DBO;Перспектива АП  ;1;0;5000000
2021-11-29;DBO;А Снижаем ставку ;2;2169800;2000000
2022-03-10;Почта;Рефинансирование Суперсмарт Лайт пенсионный А ;5;1027150;956000
2022-05-16;Почта;Шаг навстречу;2;82900;82900
2022-04-14;POS;Практичный пенсионный ;1;110000;110000
2021-01-05;Почта;Суперхит  Рефинансирование;2;2279803,99;1951223
2022-05-11;Почта;Рефинансирование Суперсмарт Лайт А ;10;2589548;2269000
2022-08-19;КЦ;Суперсмарт ;11;6759994;6231000
2021-03-15;DBO;Адресный Льготный;15;2424834;2093000
2022-07-16;КЦ;Суперсмарт А ;8;3598396;3330500
2022-08-18;КЦ;Суперсмарт АП ;2;897388;799000
2021-05-29;Стойки;ПраймСуперпочтовый  ;2;698920;584000
2021-09-08;КЦ;АЛ Снижаем ставку плюс ;1;1334772;1092000
2022-07-09;Почта;Рефинансирование Практичный А ;29;20950872,84;16716000
2022-03-19;МАП;Суперсмарт Лайт АЛ ;1;379500;330000
2021-12-17;Почта;Суперсмарт АЛ ;6;4076510;3938000
2021-02-11;Почта;Суперхит  Рефинансирование;5;2042213;1631275
2021-04-24;DBO;А Снижаем ставку плюс ;1;1229900;1225000
2021-01-19;Пятерочка;Суперпочтовый;1;371700;300000
2021-11-13;КЦ;АЛ Перспектива Лайт  ;14;2593458,64;2105100
2021-11-24;Почта;Суперсмарт ;47;39307395;38271000
2021-12-15;DBO;Практичный пенсионный ;1;359493;305000
2021-08-05;КЦ;Шаг навстречу;2;470200;470200
2022-01-17;МФЦ;Практичный АЛ ;1;297072,9;270000
2022-01-19;DBO;Суперсмарт АП ;1;828900;800000
2022-05-05;Почта;Суперсмарт ;46;11822950,5;10597500
2022-09-16;КЦ;Практичный АЛ ;63;19692032,36;15863500
2021-01-20;Стойки;Суперхит  Рефинансирование;1;240780;190000
2021-03-28;МАП;Адресный;1;604500;500000
2021-06-01;КЦ;Адресный Льготный;6;1600388;1408000
2021-06-11;КЦ;Рефинансирование Адресный;6;5064753,75;4491999,8
2021-12-17;МАП;Рефинансирование Суперсмарт ;1;1279980;1236000
2022-10-27;КЦ;Практичный А ;279;97529583,17;78946000
2022-04-04;DBO;Суперсмарт А ;4;3523900;3273000
2022-10-14;DBO;Рефинансирование Суперсмарт А ;18;10731674;9730000
2022-08-05;DBO;Стабильный А ;45;7531540,78;7531540,78
2021-09-03;DBO;ПраймАдресный Первый  ;1;364300;300000
2021-07-15;МФЦ;ПраймАдресный Льготный  ;2;575384;474000
2022-05-26;DBO;Практичный пенсионный ;1;357300;357300
2022-04-24;КЦ;Суперсмарт Лайт АП ;2;346016;313000
2021-10-09;DBO;АЛ Снижаем ставку ;1;1008884;824000
2022-10-10;Почта;Суперсмарт А ;20;13363081;12169000
2021-02-27;POS;Суперхит;1;300000;300000
2021-08-09;DBO;ПраймСуперпочтовый  ;44;13806810,8;12752500
2022-06-24;КЦ;Рефинансирование Практичный ;4;3135714,4;2312000
2021-06-15;МФЦ;ПраймАдресный  ;2;578560;482000
2021-11-12;Стойки;А Перспектива Лайт  ;1;58900;56000
2022-08-08;DBO;Суперсмарт пенсионный ;1;333000;300000
2021-05-18;Почта;ПраймАдресный й Льготный  ;6;2014988;1712500
2021-04-29;МАП;ПраймАдресный  ;9;3795180;3531000
2021-12-03;МАП;Практичный АП ;1;524582,2;447000
2022-02-16;POS;Суперсмарт Лайт ;1;210000;210000
2021-08-25;МФЦ;ПраймАдресный  ;2;869200;800000
2022-03-29;Почта;Суперсмарт ;6;4774010;4060000
2022-06-02;КЦ;Суперсмарт АПЛ ;1;370299;300000
2022-04-05;Почта;Суперсмарт рефинансирование А ;2;1492900;1428000
2021-12-13;DBO;Практичный АЛ ;4;1489046,4;1311000
2022-04-22;Почта;Рефинансирование Суперсмарт А ;12;5397460;4857000
2022-06-10;КЦ;Суперсмарт пенсионный ;2;382499;303000
2021-11-03;POS;Перспектива Лайт  ;1;300000;300000
2022-04-26;Почта;Практичный АЛ ;40;7815692,42;6184500
2022-05-26;КЦ;Практичный АПЛ ;2;404012,4;314000
2022-06-29;DBO;Суперсмарт пенсионный ;1;500000;500000
2021-06-24;DBO;ПраймАдресный Льготный  ;5;1801368;1523000
2021-07-22;Почта;Снижаем ставку промо ;10;8803540,5;8324500
2022-03-12;ПФР;Суперсмарт Лайт ;1;103900;101000
2022-11-11;Почта;Стабильный А ;36;5524493,82;5524493,82
2021-05-22;DBO;Снижаем ставку А минимум ;1;791500;684000
2021-09-16;МАП;ПраймАдресный  ;3;690900;686000
2021-11-18;МФЦ;Перспектива Лайт  ;1;249247;215000
2022-04-11;КЦ;Практичный А ;29;8290068,66;6410500
2021-01-26;МФЦ;Суперпочтовый;1;103000;103000
2021-05-31;КЦ;Снижаем ставку ;8;5847855;5448500
2021-10-14;POS;Перспектива Лайт  ;4;1112400;1107500
2021-02-05;Почта;Адресный Льготный;233;49458984;38181000
2021-11-13;КЦ;А Перспектива Лайт  ;13;2188189;1955000
2021-04-15;ПФР;Адресный;1;40000;40000
2021-06-02;Почта;Снижаем ставку пенс минимум ;1;1155475;1000500
2021-12-07;МАП;Рефинансирование Практичный ;2;474242,4;430000
2022-02-24;КЦ;Суперсмарт Лайт АП ;19;6172416,2;5319500
2022-07-02;POS;Практичный А ;3;1243000;1243000
2021-03-07;КЦ;Льготный;3;813158,5;721500
2021-05-24;Стойки;ПраймАдресный  ;8;2304540;2054500
2022-05-17;Почта;Суперсмарт рефинансирование ;1;1156900;1150000
2021-03-11;МАП;Суперпочтовый;12;3078945,5;2802500
2021-11-27;POS;Перспектива Лайт А  ;3;753400;750500
2022-05-12;КЦ;Практичный АПЛ ;9;2105100,48;1709000
2021-01-02;КЦ;Суперпочтовый;5;1885732,25;1742000
2021-02-16;Стойки;Адресный;4;710897;579000
2021-10-01;КЦ;А Снижаем ставку ;6;4198850;3984000
2022-08-30;КЦ;Суперсмарт АЛ ;1;110000;110000
2021-03-19;МАП;ПраймСуперпочтовый  ;5;1722700;1600000
2022-03-22;Почта;Суперсмарт А ;3;2100150;1969000
2021-08-27;КЦ;ПраймСуперпочтовый  ;84;29601584,4;26399500
2021-12-07;DBO;Практичный А ;134;42420340,4;40327000
2022-08-17;КЦ;Стабильный А ;29;3920036,91;3920036,91
2021-06-05;Стойки;ПраймАдресный  ;3;773880;669000
2022-04-27;Почта;Суперсмарт рефинансирование А ;1;569900;563000
2022-07-04;Почта;Практичный пенсионный ;72;19174940,14;15477800
2022-05-30;КЦ;Суперсмарт ;19;7652336;7066500
2022-08-23;КЦ;Практичный пенсионный ;43;10405325,82;8450500
2021-05-17;Почта;Рефинансирование Адресный;12;5186103,5;4696183,26
2022-06-16;КЦ;Суперсмарт АПЛ ;8;1731233;1531000
2021-01-20;КЦ;Рефинансирование;2;292720;243100
2021-02-15;Стойки;Суперхит;1;318000;300000
2021-07-23;КЦ;Рефинансирование;15;10948531,52;10070134,84
2021-09-21;МФЦ;А Перспектива Лайт  ;3;1029861;960000
2022-10-11;POS;Практичный ;1;304999;300000
2021-07-31;Почта;А Снижаем ставку плюс ;1;1027900;1023000
2022-04-29;Почта;Рефинансирование Практичный А ;31;12039387,58;9612400
2021-11-05;DBO;ПраймАдресный  ;11;4177000;4177000
2022-05-30;Почта;Рефинансирование Практичный ;7;1949276;1567000
2022-06-01;Почта;Рефинансирование Суперсмарт А ;20;9129727;8010000
2021-11-18;Почта;Перспектива Лайт АП  ;17;6133653,8;5314000
2022-12-25;DBO;Практичный А ;187;57266375,43;52105500
2021-04-09;POS;Адресный;1;125900;120000
2021-06-14;Почта;АП Снижаем ставку плюс ;1;1005400;1000500
2022-08-12;DBO;Суперсмарт АЛ ;1;245310;221000
2022-11-20;КЦ;Практичный ;17;7042959,11;5762500
2021-08-05;КЦ;Снижаем ставку плюс ;3;4059300;4047500
2021-12-31;МАП;Суперсмарт А ;2;1487230;1461000
2021-03-22;Стойки;ПраймАдресный Первый  ;1;354000;300000
2022-05-17;КЦ;Рефинансирование Суперсмарт А ;10;5139460;4457000
2021-04-21;КЦ;Адресный Первый Льготный;10;1396528;1187000
2021-12-13;КЦ;Рефинансирование Практичный АПЛ ;2;231866,25;210500
2022-08-28;DBO;Рефинансирование Практичный А ;36;20365327,67;18569299,4
2022-07-05;ПФР;Суперсмарт АЛ ;1;812500;650000
2021-09-21;DBO;Перспектива Лайт  ;51;18969951,3;16169000
2021-01-04;Почта;Льготный;15;2227309;1770000
2021-06-29;Почта;ПраймАдресный Первый  ;33;11569861,4;10140000
2021-07-06;КЦ;ПраймАдресный Первый  ;16;5373341,8;4635500
2021-07-19;Стойки;Снижаем ставку минимум ;1;1000500;1000500
2022-05-17;DBO;Рефинансирование Суперсмарт ;1;856900;850000
2022-01-28;Почта;Суперсмарт А ;38;32784615;31838500
2022-02-14;ПФР;Практичный АЛ ;1;333794;300000
2022-06-23;DBO;Рефинансирование Практичный АЛ ;2;908499;905000
2021-01-29;МФЦ;Адресный Первый;1;390231,5;373500
2022-04-21;DBO;Суперсмарт Лайт А ;36;8671020;7997000
2022-07-06;Почта;Практичный ;292;129512906,9;105170500
2021-01-29;Стойки;Адресный Первый;2;717453,5;691500
2021-07-23;POS;ПраймАдресный Льготный  ;2;531840;480000
2021-08-27;КЦ;Шаг навстречу;1;153000;153000
2022-06-30;КЦ;Рефинансирование Практичный А ;63;31016498,05;24933000
2021-04-21;КЦ;Рефинансирование;21;11291857,9;10140853,17
2021-11-15;DBO;А Снижаем ставку ;11;9312900;9306000
2021-12-08;МФЦ;Практичный А ;4;1152808;1011000
2021-07-15;Стойки;ПраймСуперпочтовый  ;2;971794;803000
2022-01-06;Почта;Рефинансирование Суперсмарт ;1;1000000;1000000
2022-06-07;КЦ;Стабильный А ;1;325000;325000
2021-07-29;DBO;Снижаем ставку ;2;1359900;1355000
2021-10-12;DBO;Перспектива  ;5;4416168,75;3951500
2021-11-13;КЦ;Перспектива  ;12;16405865;14164000
2022-07-18;КЦ;Рефинансирование Практичный АП ;7;3128318;2585100
2022-08-10;Почта;Стабильный А ;54;8647353,3;8647353,3
2021-02-08;Почта;Адресный Первый Льготный;5;656357;509000
2021-06-23;Стойки;ПраймАдресный Льготный  ;4;1094770;1008500
2021-07-23;МАП;ПраймАдресный Льготный  ;4;1179620;1034100
2021-11-29;DBO;А Снижаем ставку плюс ;1;2140000;2140000
2022-11-19;n/a;Практичный ;1;200000;200000
2021-02-26;МФЦ;Адресный;1;377600;300000
2021-11-13;МАП;Перспектива Лайт А  ;3;893803,8;761000
2021-10-13;DBO;Снижаем ставку А минимум ;1;510000;510000
2022-02-05;КЦ;Шаг навстречу;2;506600;506600
2021-05-04;КЦ;Снижаем ставку плюс ;5;8780259;8316500
2021-10-07;КЦ;ПраймАдресный Льготный  ;7;2641073,4;2251000
2021-11-08;Почта;Перспектива  ;27;31044930,5;27764500
2021-12-30;КЦ;Рефинансирование Практичный ;5;2310594,6;1994400
2022-09-29;КЦ;Рефинансирование Практичный А ;60;44150608,21;33605665,15
2021-02-24;КЦ;Суперхит  Адресный;79;22910313,5;16749000
2022-07-29;DBO;Суперсмарт АЛ ;1;233700;205000
2021-01-10;МАП;Адресный;2;990900;985000
2021-06-20;DBO;А Снижаем ставку плюс ;3;3558465;3389000
2021-11-03;КЦ;Перспектива Лайт АЛ  ;19;7410247,7;6167200
2022-11-27;POS;Практичный А ;3;889000;889000
2021-06-16;Почта;Шаг навстречу;2;493000;493000
2022-09-24;Почта;Рефинансирование Практичный А ;21;8502161,89;7238740,37
2022-12-18;DBO;Рефинансирование Практичный ;2;600000;600000
2022-03-14;POS;Суперсмарт Лайт А ;1;254150;221000
2022-04-10;POS;Практичный ;2;433000;433000
2022-08-28;POS;Практичный А ;3;813000;813000
2022-10-01;КЦ;Суперсмарт А ;26;12749026;12015500
2021-06-06;DBO;А Снижаем ставку ;1;568900;564000
2022-06-28;ПФР;Практичный пенсионный ;1;185287;139000
2021-04-05;Почта;Льготный;16;2851279,5;2374500
2021-06-21;Почта;Снижаем ставку ;13;9279442,5;8498000
